sku_interno,descripcion_corta,marca,precio_costo,precio_venta,moneda,cantidad_stock,fotos_extra,video_url,tema,etiquetas,descripcion_seria,descripcion_marciana,alto_cm,largo_cm,ancho_cm,peso_g,pais_origen,status,last_ingest_at,last_ml_sync_at,last_ai_sync_at
ABY-SET-NAR-VPV,Aby Style Set De Vaso y porta vasos Naruto Shippuden,Aby Style,,,MXN,3.0,,nan,Accesorios,nan,,,,,,,nan,,,,
AUD-BST-GP9-AZU,Audifonos Con Microfono Sonido Envolvente GPRO9 Profesional Azul,BEAST,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,15.0,7.0,,nan,,,,
AUD-BST-SSR-AZU,Audifonos Gamer Diadema Microfono Sonido Envolvente Azul,BEAST,,,MXN,2.0,,nan,Accesorios,nan,,,20.0,18.0,8.0,,nan,,,,
BIO-LON-PEL-CHU,Bioworld Lonchera Edición Especial Child's Play Good Guys Chucky,Bioworld,,,MXN,3.0,,nan,Accesorios,nan,,,25.0,20.0,10.0,,nan,,,,
KRO-BOL-ESO-PWI,Bolsa It Pennywise Phunny Fanny Pack,Kidrobot,,,MXN,4.0,,nan,Accesorios,nan,,,15.0,30.0,5.0,,nan,,,,
DNP-CAL-OPI-024,Calendario One Piece 2024 Danpex,Danpex,,,MXN,1.0,,nan,Accesorios,nan,,,30.0,21.0,1.0,,nan,,,,
PNN-COL-DBS-C2S,Coleccionador Dragon Ball Super TCG Con 2 sobres Panini,Panini,,,MXN,3.0,,nan,Accesorios,nan,,,15.0,10.0,2.0,,nan,,,,
PNN-COM-MKN-CM1,Comic Moon Knight La Congregación de la Medianoche 1 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,28.0,20.0,1.0,,nan,,,,
PNN-COM-SAC-PC1,Comic Strange Academy Primera Clase 1 Panini,Panini,,,MXN,2.0,,nan,Accesorios,nan,,,28.0,20.0,1.0,,nan,,,,
PNN-COM-XME-H16,Comic X Men Hellfire Gala Vol.16 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,28.0,20.0,1.0,,nan,,,,
RPG-BRT-LIB-PER,Devir Broken Tales 14 Cazadores del Libro Clasico Y Hoja del Jugador,Devir Broken,,,MXN,2.0,,nan,Accesorios,nan,,,24.0,17.0,2.0,,nan,,,,
FIG-CON-TEL-AST,Figura Vixen Astro Telescope Nanoblock Advanced Figure Last of inventory,Vixen,,,MXN,1.0,,nan,Accesorios,nan,,,7.0,5.0,5.0,,nan,,,,
GEK-MPA-BOB-CAL,Geek Industry Alfombra Para Ratón Mousepad Bob Esponja Calamardo,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,25.0,20.0,0.5,,nan,,,,
GEK-MPA-BOB-PAT,Geek Industry Alfombra Para Ratón Mousepad Bob Esponja Patricio Estrella,Geek Industry,,,MXN,1.0,,nan,Accesorios,nan,,,25.0,20.0,0.5,,nan,,,,
GEK-MPA-BOB-PLA,Geek Industry Alfombra Para Ratón Mousepad Bob Esponja Plankton,Geek Industry,,,MXN,4.0,,nan,Accesorios,nan,,,25.0,20.0,0.5,,nan,,,,
GEK-HAR-LLA-PHE,Geek Industry Llavero De Peluche Cute Harry Potter Hedwing,Geek Industry,,,MXN,6.0,,nan,Accesorios,nan,,,10.0,6.0,3.0,,nan,,,,
GEK-HAR-LLA-PVO,Geek Industry Llavero De Peluche Cute Harry Potter Voldemort,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,10.0,6.0,3.0,,nan,,,,
GEK-HAR-LLV-HU2,Geek Industry Llavero Edición Especial Logo Hufflepuf 2,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,10.0,6.0,3.0,,nan,,,,
GEK-MPA-DRA-ESF,Geek Industry Mousepad Dragon Ball Esfera del Dragon,Geek Industry,,,MXN,1.0,,nan,Accesorios,nan,,,25.0,20.0,0.5,,nan,,,,
GEK-MPA-DRA-NUB,Geek Industry Mousepad Dragon Ball Nube Voladora,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,25.0,20.0,0.5,,nan,,,,
GEK-NOT-DRA-VSS,Geek Industry Notas Adhesivas Dragon Ball Z Vegueta Super Saiyajin 100 Notas,Geek Industry,,,MXN,1.0,,nan,Accesorios,nan,,,9.0,9.0,2.0,,nan,,,,
GEK-PIN-MYS-HAP,Geek Industry Pin Metálico Coleccionable Mistery Harry Potter,Geek Industry,,,MXN,3.0,,nan,Accesorios,nan,,,5.0,5.0,0.3,,nan,,,,
GEK-PIN-MYS-BET,Geek Industry Pines mistery Beetlejuice,Geek Industry,,,MXN,16.0,,nan,Accesorios,nan,,,5.0,5.0,0.3,,nan,,,,
GEK-TAZ-NAR-TSU,Geek Industry Taza Termica Naruto Sasuke Uchiha 330 ML,Geek Industry,,,MXN,3.0,,nan,Accesorios,nan,,,12.0,8.0,8.0,,nan,,,,
GEK-TER-CDZ-ADC,Geek Industry Termo Acero Inoxidable 591 ml Los Caballeros del Zodiaco  Armadura de Cisne,Geek Industry,,,MXN,4.0,,nan,Accesorios,nan,,,20.0,8.0,8.0,,nan,,,,
GEK-VAS-NAR-SUC,Geek Industry Vaso Con Popote Naruto  Sasuke Uchiha,Geek Industry,,,MXN,10.0,,nan,Accesorios,nan,,,15.0,7.0,7.0,,nan,,,,
GEK-LIB-KSA-CUC,Libreta Profesional Kawaii Samuray Cuadro Chico,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,21.0,15.0,1.0,,nan,,,,
GEK-LIB-KSA-RAY,Libreta Profesional Kawaii Samuray Rayado,Geek Industry,,,MXN,5.0,,nan,Accesorios,nan,,,21.0,15.0,1.0,,nan,,,,
GEK-OPI-LIB-LCC,Libreta Profesional One Piece Monkey D Luffy Cuadro Chico,Geek Industry,,,MXN,9.0,,nan,Accesorios,nan,,,21.0,15.0,1.0,,nan,,,,
GEK-OPI-LIB-LCC,Libreta Profesional One Piece Monkey D Luffy raya,Geek Industry,,,MXN,14.0,,nan,Accesorios,nan,,,21.0,15.0,1.0,,nan,,,,
LOU-HAR-CAR-PFI,Loungefly Cartera Harry Potter y la Piedra Filosofal,Loungefly,,,MXN,1.0,,nan,Accesorios,nan,,,10.0,15.0,3.0,,nan,,,,
FUN-BAG-MHA-MON,Loungefly Group Pop Monedero My Hero Academia,Loungefly,,,MXN,3.0,,nan,Accesorios,nan,,,10.0,12.0,3.0,,nan,,,,
LOU-STA-LUK-CAR,Loungefly Star Wars Una Nueva Esperanza Escena Final Cartera,Loungefly,,,MXN,3.0,,nan,Accesorios,nan,,,12.0,15.0,4.0,,nan,,,,
LOU-SMA-MAR-CAR,Loungefly Super Mario Bros Mario Cartera,Loungefly,,,MXN,2.0,,nan,Accesorios,nan,,,12.0,15.0,4.0,,nan,,,,
PNN-MNG-AOW-T10,Manga Atelier Of Witch Hat Tomo 10 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,120.0,nan,,,,
PNN-MNG-AOW-T12,Manga Atelier Of Witch Hat Tomo 12 Con Pin Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,120.0,nan,,,,
PNN-MNG-AOW-T04,Manga Atelier Of Witch Hat Tomo 4 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,220.0,nan,,,,
PNN-MNG-BGA-T04,Manga Bakemono Gatari Tomo 4 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,220.0,nan,,,,
PNN-MNG-CWA-S05,Manga Cells at Work de Akane Shimiku 05 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,300.0,nan,,,,
PNN-MNG-CHU-V32,Manga City Hunter Vol. 32 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,300.0,nan,,,,
PNN-MNG-FKA-T05,Manga Four Knights Of The Apocalypse Los Siete Pecados Capitales Vol. 5,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,120.0,nan,,,,
PNN-MNG-FMA-T27,Manga Full Metal Alchemist Tomo 27 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,220.0,nan,,,,
PNN-MNG-GIG-T03,Manga Gigant Tomo 3 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,220.0,nan,,,,
PNN-MNG-GIG-T04,Manga Gigant Tomo 4 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-INS-T06,Manga Insomnes Despues De La Escuela Tomo 6 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-IPT-T01,Manga Inspector Tomo 1 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-JBA-T06,Manga Jojos Bizarre Adventure Steel Ball Run Tomo 6 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-JBA-TD1,Manga JoJos Bizarre Adventure Tomo 1 Diamond Is Unbreakable Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-KEM-JI1,Manga Kemono Jihen 1 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-NCO-T02,Manga Nuestros Colores Tomo 2 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-OVE-T18,Manga Overlord Tomo 18 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-PHE-T09,Manga Pandora Hearts Vol. 09 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-PEN-T03,Manga Platinum End Tomo 3 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
MLI-MNG-RMV-T03,Manga Rosario Vampire Second Season N.3,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-SSE-T06,Manga Saint Seiya Final Edition Tomo Numero 6,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PAN-MNG-SSY-VO3,Manga Saint Seiya Vol. 3 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-SDA-V04,Manga Sakamoto Days Vol. 4 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-SWO-T04,Manga Sword art Online Fairy Dance Tomo 4 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-TMA-VO2,Manga Teatro de Manga Vol.2 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-ULM-T10,Manga Ultraman Tomo Numero 10 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-UMA-T02,Manga Ultramarine Magmell Tomo 2 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-UMA-T06,Manga Ultramarine Magmell Tomo 6 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-UMA-T07,Manga Ultramarine Magmell Tomo 7 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-MNG-YNT-T01,Manga Yomi No Tsugai Tomo 1 Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,18.0,12.0,2.0,,nan,,,,
PNN-COM-MAR-SEC,Marvel Secret Reverse Unico Panini,Panini,,,MXN,1.0,,nan,Accesorios,nan,,,28.0,21.0,3.0,,nan,,,,
GEK-POS-OPI-ZOR,Poster Enmarcado Cartel de Recompensa Roronoa Zoro,Geek Industry,,,MXN,5.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-DRA-POS-FRE,Poster Enmarcado Dragon Ball Z Frezzer Transformaciones,Geek Industry,,,MXN,12.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-DRA-POS-MAJ,Poster Enmarcado Dragon Ball Z Majin Boo,Geek Industry,,,MXN,10.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-DRA-POS-SAI,Poster Enmarcado Dragon Ball Z Saiyajin,Geek Industry,,,MXN,1.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-DRA-POS-VYB,Poster Enmarcado Dragon Ball Z Vegueta Vs Kid Boo,Geek Industry,,,MXN,12.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-ITA,Poster Enmarcado Naruto Itachi Uchiha,Geek Industry,,,MXN,5.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-KAK,Poster Enmarcado Naruto Kakashi Hatake,Geek Industry,,,MXN,15.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-NYK,Poster Enmarcado Naruto Naruto y Kakashi,Geek Industry,,,MXN,15.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-NYS,Poster Enmarcado Naruto Naruto Y Sasuke,Geek Industry,,,MXN,15.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-SYI,Poster Enmarcado Naruto Sasuke E Itachi,Geek Industry,,,MXN,17.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-SAS,Poster Enmarcado Naruto Sasuke Uchiha,Geek Industry,,,MXN,27.0,,nan,Accesorios,nan,,,40.0,30.0,1.0,,nan,,,,
GEK-NAR-POS-SYK,Poster Enmarcado Naruto Sasuke Vs Kakashi,Geek Industry,,,MXN,22.0,,nan,Accesorios,nan,,,28.0,22.0,2.0,,nan,,,,
nan,Revista Selecciones Guia De Bienestar Cannabis,Selecciones,,,MXN,1.0,,nan,Accesorios,nan,,,28.0,22.0,2.0,,nan,,,,
REV-SEL-RDM-ACD,Revista Selecciones Readers Digest Mexico Avances Contra La Demencia Noviembre 2023,Selecciones,,,MXN,1.0,,nan,Accesorios,nan,,,28.0,22.0,2.0,,nan,,,,
VAN-REV-EES-AST,Revista Vanidades Edición De Astrología,Vanidades,,,MXN,2.0,,nan,Accesorios,nan,,,10.0,10.0,10.0,,nan,,,,
GEK-VAS-LOO-BTP,Set 4 Vasos De Vidrio Bugs Bunny Y Los Looney Tunes 90s,Geek Industry,,,MXN,3.0,,nan,Accesorios,nan,,,10.0,10.0,10.0,,nan,,,,
GEK-VAS-CCL-JOH,Set Exclusivo De 4 Vasos De Cristal Serie Limitada Johnny Bravo,Geek Industry,,,MXN,1.0,,nan,Accesorios,nan,,,10.0,10.0,10.0,,nan,,,,
GEK-VAS-DCC-JUS,"Set Exclusivo De 4 Vasos De Vidrio, Edición Limitada Dc Comics  Justice League",Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,15.0,8.0,8.0,,nan,,,,
GEK-SHA-NAR-KON,Shaker Gym Naruto Konoha Geek Industry,Geek Industry,,,MXN,5.0,,nan,Accesorios,nan,,,20.0,20.0,10.0,,nan,,,,
SPI-PAW-RCC-RUB,Spin Master Paw Patrol Rubble And Crew Cuadrados  Motor,Spin Master,,,MXN,1.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-OPI-NAM,Taza de one piece nami Geek Industry,Geek Industry,,,MXN,3.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-OPI-SAN,Taza de One Piece Sanji Geek Industry,Geek Industry,,,MXN,6.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-DRA-VEG,Taza Dragon Ball Z Vegueta Geek Industry,Geek Industry,,,MXN,14.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-GOT-LAN,Taza Geek Industry Edición Especial  Game Of Thrones 3 Lann,Geek Industry,,,MXN,8.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-LOO-PLK,Taza Geek Industry Edición Especial  Looney Toones  Pato Lukas,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-DRA-MAJ,Taza Termica Edicion Limitada Dragon Ball Z Majin Buu Geek Industry,Geek Industry,,,MXN,7.0,,nan,Accesorios,nan,,,12.0,10.0,10.0,,nan,,,,
GEK-TAZ-CCL-DEX,Taza Termica Geek Industry Edición Limitada  Dexter,Geek Industry,,,MXN,21.0,,nan,Accesorios,nan,,,30.0,20.0,2.0,,nan,,,,
TCG-DIG-PAC-FLF,TCG Digimon CCG Playmat & Card Set 2 Floral Fun PB09,Bandai,,,MXN,1.0,,nan,Accesorios,nan,,,30.0,20.0,2.0,,nan,,,,
TCG-MAR-CHA-SHP,TCG Marvel Champions Star Lord Hero Pack,Marvel,,,MXN,1.0,,nan,Accesorios,nan,,,15.0,10.0,3.0,,nan,,,,
TCG-MAR-CHA-SHP,Toei Animation Mochila Dragon Ball  Goku,Toei Animation,,,MXN,1.0,,nan,Accesorios,nan,,,40.0,30.0,15.0,,nan,,,,
VAL-PAT-PLE-RUE,Valor Patineta Para Niños Plegable Con Rodamiento de Ruedas,Yvolution,,,MXN,2.0,,nan,Accesorios,nan,,,80.0,30.0,20.0,,nan,,,,
GEK-VAS-DRA-GOK,Vaso de Acrílico con tapa y popote Dragon Ball Goku doble pared,Geek Industry,,,MXN,14.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
GEK-VAS-DRA-GYF,Vaso Dragon Ball Goku vs Freezer Con Popote Y Tapa 735 ml,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
GEK-VAS-DRA-GYV,Vaso Dragon Ball Goku vs Vegeta Con Popote Y Tapa 735 ml,Geek Industry,,,MXN,3.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
GEK-VAS-DRA-GYT,Vaso Dragon Ball Goten vs Trunks Con Popote Y Tapa 735 ml,Geek Industry,,,MXN,6.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
GEK-VAS-RYM-CRU,Vaso Rick y Morty Crucero Espacial Con Popote Y Tapa 735 ml,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
GEK-VAS-SOU-KEN,Vaso South Park Kenny con popote y tapa de plastico 735 ml,Geek Industry,,,MXN,2.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
GEK-VAS-NAR-UZU,Vaso Naruto UzumakiI Geek Industry Con Popote de plastico 735 ml,Geek Industry,,,MXN,12.0,,nan,Accesorios,nan,,,15.0,10.0,10.0,,nan,,,,
nan,nan,nan,,,MXN,,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAD-100-2AC,Funko Pop America Chavez #1002 Doctor Strange Multiverso Locura,Funko,,,MXN,5.0,,nan,Pop Regular,Marvel,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-GTG-121-0AW,Funko Pop Adam Warlock #1210 Guardianes De La Galaxia 3,Funko,,,MXN,20.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-MSM-108-2AI,Funko Pop Aisha #1082 Ms Marvel Serie Disney Figura,Funko,,,MXN,3.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-LUC-105-6AT,Funko Pop Alberto Scorfano #1056 Luca Disney Pixar  Alberto Scorfano #1056 Tritón,Funko,,,MXN,21.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-HAR-125-ADD,Funko Pop Albus Dumbledore Diy #125 Harry Potter Navidad Special Edition,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-EMJ-N10-MAY,Funko Pop Alcalde #10 Artist Extraño Mundo De Jack ART SERIES,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-GOT-N01-ALD,Funko Pop Alicent Con Daga #01 Exclusivo House Of The Dragon SUMMER LIMITED EDITION,Funko,,,MXN,37.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-GOT-N03-ALI,Funko Pop Alicent Hightower #03 House Of The Dragon,Funko,,,MXN,23.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-SHA-135-0AL,Funko Pop Alina Starkov #1350 Special Edition,Funko,,,MXN,24.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-MAD-103-1AC,Funko Pop America Chavez #1031 Traje Kamar Taj Doctor Strange,Funko,,,MXN,9.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-WAK-117-8AN,Funko Pop Aneka Angel De Medianoche #1178 Pantera Negra,Funko,,,MXN,16.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-HXH-700-LEO,Funko Pop Leorio #700 Animation Hunter X Hunter,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-NAR-102-7IT,Funko Pop Itachi Anbu #1027 Chase Exclusivo,Funko,,,MXN,23.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-ANT-113-7AN,Funko Pop Ant Man #1137 Marvel Quantumania,Funko,,,MXN,3.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-MAR-340-ANT,Funko Pop Ant Man #340 Ant Man And The Wasp Marvel,Funko,,,MXN,3.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-MAR-340-ANT,Funko Pop Ant Man #340 Ant Man And The Wasp Marvel Chase,Funko,,,MXN,7.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DIS-114-9AN,Funko Pop Antonio Madrigal #1149 Encanto Disney,Funko,,,MXN,42.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-AQU-130-1AT,Funko Pop Aquaman #1301 El Reino Perdido Dc Comics,Funko,,,MXN,17.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-JSL-464-AQU,Funko Pop Aquaman #464 Liga De La Justicia Comics Special Edition,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-AQU-130-2AQ,Funko Pop Aquaman Traje Azul #1302 Reino Perdido Dc Comics,Funko,,,MXN,16.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DDC-245-AQU,Funko Pop Aquaman Traje Heroe #245 Dc Comics Figura,Funko,,,MXN,4.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-STR-130-2AR,Funko Pop Argyle #1302 Stranger Things Netflix,Funko,,,MXN,21.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DIS-136-2AR,Funko Pop Ariel #1362 La Sirenita Disney Figura,Funko,,,MXN,8.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-AOT-144-7AM,Funko Pop Armin Arlert Metalico #1447 Attack On Titan Anime,Funko,,,MXN,2.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-INJ-135-3AR,Funko Pop Arnold Toht #1353 Indiana Jones Pelicula,Funko,,,MXN,16.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-FFO-978-ART,Funko Pop Arthur Con Espada #978 Fire Force Figura,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-MKN-105-1AR,Funko Pop Arthur Harrow #1051 Marvel Moon Knight,Funko,,,MXN,26.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DIS-139-0AS,Funko Pop Asha Con Estrella #1390 Wish Disney,Funko,,,MXN,17.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-NAR-102-3AS,Funko Pop Asuma #1024 Naruto Shippuden Special Edition,Funko,,,MXN,50.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-BLA-123-3AT,Funko Pop Atom Smasher #1233 Black Adam Figura Dc Comics,Funko,,,MXN,8.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-WAK-109-6AT,Funko Pop Attuma #1096 Pantera Negra Wakanda Marvel,Funko,,,MXN,10.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DIS-143-3BA,Funko Pop Bambi #1433 Disney Clasicos Figura Aniversario,Funko,,,MXN,6.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DCC-412-BAN,Funko Pop Bane Dia De Muertos #412 Dc Comics Figura,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DCC-133-6BR,Funko Pop Barry Allen #1336 Traje Rojo The Flash Dc Comics,Funko,,,MXN,4.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DCC-133-7BP,Funko Pop Barry Allen #1337 Traje Prototipo Flash Dc Comics,Funko,,,MXN,56.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-NFL-N81-BLI,Funko Pop Barry Sanders #81 Nfl Detroit Lions Home,Funko,,,MXN,1.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-GKN-893-BTG,Funko Pop Batgirl #893 Gotham Knights Dc Comic Batman,Funko,,,MXN,113.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-FLA-134-4BM,Funko Pop Batman Michael Keaton Sin Mascara #1344 Flash Dc Special Edition,Funko,,,MXN,23.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-STA-640-PBB,Funko Pop Bb 8 Pride #640 Orgullo Lgbt Star Wars,Funko,,,MXN,15.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-DIS-989-BPN,Funko Pop Bebe Pegaso #989 Disney Fantasia Figura,Funko,,,MXN,3.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-BEL-291-BEL,Funko Pop Bella Poarch #291 Patchwork Build A Babe,Funko,,,MXN,150.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
FUN-ALB-N41-BEL,Funko Pop Bella Poarch Album Build A Babe #41,Funko,,,MXN,3.0,,nan,Pop Regular,nan,,,16.0,12.0,9.0,160.0,nan,,,,
