sku_interno,descripcion_corta,marca,precio_costo,precio_venta,moneda,cantidad_stock,fotos_extra,video_url,tema,etiquetas,descripcion_seria,descripcion_marciana,alto_cm,largo_cm,ancho_cm,peso_g,pais_origen,status,last_ingest_at,last_ml_sync_at,last_ai_sync_at
nan,Bisuteria Collar LGBT Esfera Orgullo Queer,China,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Bisuteria Collar LGBT Esfera Orgullo Transexual,China,,,MXN,13.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Bisuteria Collar LGBT Orgullo Asexual,China,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Bisuteria Collar LGBT Género Fluido,China,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Bisuteria Collar LGBT Orgullo Homosexual,China,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Bisuteria Collar LGBT Orgullo Pansexual,China,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Bisuteria Collar LGBT Orgullo Queer,China,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Figura de Acción Dogma Demon Slayer Demonio,China,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Porta Cartuchos Nintendo Switch Negro,China,,,MXN,143.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Porta Cartuchos Nintendo Switch Verde,China,,,MXN,136.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Fuente de Alimentación Portátil Nintendo Swith Power Con Estuche de Viaje,China,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Cargador de coche HORI para Nintendo Switch,China,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Figura One Piece Sabo 20 cm estilo tesoro árabe,China,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Gomas Mario Bros Para Joystick Nintendo Switch de Mario Bros,China,,,MXN,111.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Gomas Pokemon Joystick Nintendo Switch Pokémon Sword,China,,,MXN,135.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Figura Zenitsu Personaje Kimetsu No Yaiba Anime,China,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
nan,Auriculares Gamer Teknmotion Sonido envolvente micrófono y luz LED,China,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
nan,nan,nan,,,MXN,,,nan,nan,nan,,,,,,,nan,,,,
NAR-FIG-ABY-KAK,Figura Kakashi Hatake Coleccionable Naruto Shippuden,Aby Style,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
NAR-FIG-ABY-NAR,Figura Naruto Uzumaki SFC Naruto Shippuden,Aby Style,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
DRA-BAL-STA-SYS,Bandai Figura Dragon Ball Z Dragon Stars Super Hero Version Majin veta,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
DRA-LIM-BRE-GOR,Dragon Ball Figuras Bandai Limit Breaker Series Articuladas Goku Black Super Saiyan Gogeta,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
DRA-LIM-BRE-GS2,Dragon Ball Super Figuras Bandai Limit Breaker Super Saiyan 2 Gohan 12 pulgadas,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
DRA-LIM-BRE-GOH,Dragon Ball Super Figuras Bandai Limit Breaker  Ultimate Gohan de 12 pulgadas,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
DRA-LIM-BRE-SVE,Dragon Ball Figuras Bandai Limit Breaker Vegito Super Saiyan Series Articuladas,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
NAR-ANI-HER-NAR,Figura Anime Heroes Bandai Naruto Uzumaki,Bandai,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
NAR-ANI-HER-NSA,Figura Anime Heroes Bandai Naruto Shippuden Sage Mode,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
NAR-ANI-HER-NFI,Figura Anime Heroes Bandai Naruto Batalla Final,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BLE-ANI-HER-ICH,Figura Anime Heroes Bandai Ichigo Kurosaki Bleach,Bandai,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
BLE-ANI-HER-TOS,Figura Anime Heroes Bandai Toshiro Hitsugaya Bleach,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-DRA-CAB-SSG,Bandai Dragon Ball Roleplay Cabello Super Saiyan Goku,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
nan,Cabello para Cosplay Goku Ultra Instinto,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-ANI-HER-NSP,Figuras Anime Heroes Bandai Naruto Shippuden,Bandai,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
MIN-FIG-NAR-NAR,Bandai Mini Figure Naruto Shippuden Mini Figura Kakashi,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
MIN-FIG-NAR-NAR,Bandai Mini Figure Naruto Shippuden Mini Figura Sakura,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-FIG-BLU-FHW,Bandai Set De 4 Figuras Familia Bluey Family trip,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
MIN-FIG-JJK-NOB,Bandai Mini Figure Jujutsu Kaisen Mini Figura Nobara Kugisaki,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
nan,Figura Stretch Darth Vader,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-MIX-CWO-5PK,Bandai Crystal Woods Magic Mixies 5 Exclusive Rainbow Mixlings,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-MIX-CWO-MSM,"Magic Mixies Pixlings Muñeca Sorpresa Para Niñas, Magic",Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-STR-STA-YOD,Bandai Figura Mini Stretch Star Wars Yoda,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-MCF-GOG,TCG Dragon Ball Magnificent Collection Fusion Hero Gogeta Ver BE07,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-ESU-11U,TCG Dragon Ball Expansion Set Universe 11 Unison BE12,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-S16-DRE,TCG Dragon Ball Starter 16 Darkness Reborn,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-S17-RRA,TCG Dragon Ball Starter 17 Red Rage,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-S20-YTR,TCG Dragon Ball Starter 20 Yellow Transformation,Bandai,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-TSH-VEG,TCG Dragon Ball Theme Selection History of Vegeta TS02,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-DBS-S02-EEV,TCG Dragon Ball Starter 02 Extreme Evolution,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-SHK-MGM-MMA,Megaman EXE Volumen 1 SMP Model Kit Mega Man,Bandai,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
TAM-FIG-MHA-HAW,Bandai Tamashii Nations My Hero Academia Hawks Will Estatua Ichibansho,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-DRA-DXF-UGO,Bandai Banpresto Dragon Ball Super Super Hero DXF Ultimate Gohan,Bandai,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-OPI-BFC-LUF,Figura de Colección Banpresto One Piece Monkey D Luffy,Banpresto,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-DEM-SLA-SAN,Banpresto Q Posket Petit Sanemi Shinazugawa Demon Slayer,Banpresto,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-DEM-SLA-GYO,Banpresto Demon Slayer Q Posket Petit Vol6 Gyomei Himejima,Banpresto,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
BPR-DEM-SLA-S19,Sabito Demon Slayer Vol 19 Banpresto,Banpresto,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-WCF-DEM-TA4,Banpresto Demon Slayer S4 Sorpresa RUI,Banpresto,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-WCF-DEM-TA4,Banpresto Demon Slayer S4 Sorpresa Tanjiro Kamado,Banpresto,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-DEM-SLA-Z2A,Banpresto Demon Slayer Zenitsu Agatsuma II Q posket Figure,Banpresto,,,MXN,10.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-STR-VL4-ELE,Eleven Hospital Stranger Things Q Posket Figura Banpresto,Banpresto,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-STR-VL2-HOP,Jim Hopper Stranger Things Q Posket Figura Banpresto Bandai,Banpresto,,,MXN,10.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-NAR-VIS-NA2,Banpresto Naruto Shippuden Vibration Stars Uzumaki Naruto II,Banpresto,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-DEM-SLA-TV6,Banpresto Demon Slayer Q Posket Petit Vol6 Tanjiro Kamado,Banpresto,,,MXN,21.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-DEM-SLA-ZV6,Banpresto Demon Slayer Q Posket Petit Vol6 Zenitsu Agatsuma,Banpresto,,,MXN,9.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-DRA-DXF-GM1,Banpresto Dragon Ball Super Super Hero Dxf Gamma 1,Banpresto,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-DRA-DXF-GM2,Banpresto Dragon Ball Super Super Hero Dxf Gamma 2,Banpresto,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-BTS-MDR-1RM,Banpresto Tinytan Mic Drop Q Posket Vol1 Rm,Banpresto,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-BTS-MDR-1JN,Banpresto Tinytan Mic Drop Q Posket Vol1 Jin,Banpresto,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-BTS-MDR-V1H,Banpresto Tinytan Mic Drop Q Posket Vol1 JHope,Banpresto,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
QPO-NAR-SHI-NAR,Figura Banpresto Q Posket Naruto Shippuden Naruto Uzumaki,Banpresto,,,MXN,33.0,,nan,Juguete,nan,,,,,,,nan,,,,
BPR-NAR-VSA-BOR,Banpresto Figura Boruto Naruto Vibration Stars Uzumaki Boruto II,Banpresto,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
BAN-MEM-NAR-PER,Banpresto Memorable Saga Naruto Naruto Pergamino Jutsu Multiclones De Sombras,Banpresto,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
FIG-BKI-LOK-LOK,Beast Kingdom Diorama Stage Loki,Beast Kingdom,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
DRG-643-6P4-NEG,DreamGear DG6436 Kit de accesorios avanzados para juegos de PS4 negro,Dreamgear,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
EPO-SYL-HAB-NIN,Epoch Sylvanian Families Set Habitacion de los Niños,Epoch,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
EPO-SYL-FAM-ALP,Epoch Sylvanian Families Set Familia Alpaca,Epoch,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
EPO-SYL-ESC-BER,Epoch Sylvanian Families El escondite Del Bebé Erizo Bilberry,Epoch,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
EPO-SYL-FUR-HEL,Sylvanian Families Fugoneta De Helados,Epoch,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
EPO-SYL-TOC-PON,Epoch Sylvanian Families Set tocador de los Ponys,Epoch,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
EPO-SYL-SET-TBM,Epoch Sylvanian Families Set Tienda Boutique De Moda,Epoch,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-RCV,Grandi Giochi Muñeca Fairytale Princess 35 cm Rapunzel Con Varita,Fairytale Princess,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-RAP,Grandi Giochi Muñeca Fairytale Princess 35 cm Rapunzel,Fairytale Princess,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-CEN,Grandi Giochi Muñeca Fairytale Princess 35 cm Cenicienta,Fairytale Princess,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-BLN,Grandi Giochi Muñeca Fairytale Princess 35 cm Blanca Nieves,Fairytale Princess,,,MXN,6.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-RNI,Grandi Giochi Muñeca Fairytale Princess 35 cm Reina De Las Nieves,Fairytale Princess,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-CCV,Grandi Giochi Muñeca Fairytale Princess 35 cm Cenicienta Con Varita,Fairytale Princess,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-PRI-RNV,Grandi Giochi Muñeca Fairytale Princess 35 cm Reina De Las Nieves Con Varita,Fairytale Princess,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-BAR-CEN,Grandi Giochi Muñeca Tipo Barbie Fairytale Princess Cenicienta,Fairytale Princess,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-BAR-BLN,Grandi Giochi Muñeca Tipo Barbie Fairytale Princess Blanca Nieves,Fairytale Princess,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
TST-FAI-BAR-RNI,Grandi Giochi Muñeca Tipo Barbie Fairytale Princess Reina De Las Nieves adulta,Fairytale Princess,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
SET-HAM-AUT-GIR,Set Hamstars Autobus de Giraopstar World Tour Bus Con Micro,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-TMA,Famosa Nancy Muñeca Un Dia De Toalla Magica,Famosa,,,MXN,14.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-NEO-ROS,Nancy Un Dia Muñeca Coleccion Juguete Famosa Rosa Neon,Famosa,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-GIR-POW,Muñeca Nancy Girl Power 17 Pulgadas,Famosa,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-SPA,Muñeca Nancy Un Dia En El Spa,Famosa,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
SET-FIG-PIN-7PZ,Pinypon Tubo Arcoris Set De Muñecas 2 En 1 Famosa,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
NEN-EME-MAQ-RAY,Nenuco Emergencia Incluye Maquina de Rayos X,Famosa,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NEN-SIL-BUR,Muñeco Nenuco Sillita de Burbujas,Famosa,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-LBR,Muñeca Nancy Un Dia De Look Brillante Famosa,Famosa,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
nan,Muneca Nancy Longest Hair Even,Famosa,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
PIN-SET-MAN-TER,Pinypon Mansion De Terror Glow Set Con Muñeca +15 Accesorios,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-PAP-NAN,Famosa Muñeca Nancy Los Papás De Nancy,Famosa,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-COR-SIR,Muñeca Nancy Coral Un Dia De Sirena,Famosa,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NEN-CUI-REC,Muñeco Bebé Nenuco Cuida y Recicla 42 Cm Con Accesorios,Famosa,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-YOG,Muñeca Nancy Un Dia En Clase De Yoga,Famosa,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-FAS-FLP,Famosa Muñeca Nancy Fashion Love Flower Power,Famosa,,,MXN,6.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-MEC,Muñeca Nancy Un Dia Haciendo Mechas,Famosa,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-SIR,Muñeca Nancy Un Dia De Sirena,Famosa,,,MXN,10.0,,nan,Juguete,nan,,,,,,,nan,,,,
BEL-ACC-MUN-CAR,The Bellies Accesorio Para Muñeca Bellyville Famosa Carrito Porta Bellies / Trolley Coaster / Carriola,Famosa,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
BEL-MUN-FAM-RRA,Bellies Muñeca Edicion Limitada Bellyville Famosa Rosie Rainbow,Famosa,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-SKA,Muñeca Nancy Roller Skate Un Dia Siendo Patinadora,Famosa,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
NEN-MUN-INT-MAT,Nenuco De Paseo Con Mateo Muñeco Bebe Con Accesorios 2 En 1,Famosa,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-PIN-IRI-SOR,Famosa Muñeca Pinypon Iris Sorpresa,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-MOR,Muñeca Nancy Curly Power Cabello Chino Morado,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-MOR,Muñeca Nancy Curly Power Cabello Chino Azul,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-NAN-DIA-ROS,Muñeca Nancy Curly Power Cabello Chino Rosa,Famosa,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
BEL-MUN-BIG-KUK,The biggies Bellies Muñeca Jumbo Kuki Cute,Famosa,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
BEL-VEH-BUS-BON,Mini Bellies Autobus Divertido Carrito De Muñecas Famosa,Famosa,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
TCG-STW-RPG-EOE,TCG Star Wars RPG Edge of the Empire Juego Para Principiantes,Fantasy Flight Games,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
INC-FIG-DIS-GUY,Disturbed The Guy 5 Pulgadas FigBiz Figura de accion,Fig Biz,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-MIN-PET-KRY,Carro De Juguete Paquete Coleccionable Fisher Price Super Canes Krypto,Fisher Price,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-MIN-PET-KRY,Carro De Juguete Paquete Coleccionable Fisher Price Super Canes MERTON,Fisher Price,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-MIN-PET-KRY,Carro De Juguete Paquete Coleccionable Fisher Price Super Canes Krypto AZUL,Fisher Price,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
MUN-MIN-PET-KRY,Carro De Juguete Paquete Coleccionable Fisher Price Super Canes  Ace Perro Batman,Fisher Price,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
FIS-BWH-DCC-BYF,Fisher Price Batwheels 2pz Redbird y Batwing,Fisher Price,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
FIS-DIS-CAR-ARI,Fisher Price Disney Sirenita Carruaje Con Luz Ariel Y Flounder,Fisher Price,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
FIS-PRI-GIM-CIA,Fisher Price Gimnasio Para Bebe Pataditas Musicales,Fisher Price,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
FIS-LIL-GAM-ROS,Fisher Price Rie y Aprende Lil Gamer Rosa,Fisher Price,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
FIS-LPE-SET-EMJ,Little People Collector El Extraño Mundo de Jack Set de 4 figuras,Fisher Price,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
FOT-JUE-TUR-DIS,Juego de Mesa Turista Disney Fotorama,Fotorama,,,MXN,6.0,,nan,Juguete,nan,,,,,,,nan,,,,
FDM-BAT-CON-CNE,Battle Connect Rastreador De Combate Juguete Interactivo Caballero Negruras,Fotorama,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
FDM-BAT-CON-CNE,Battle Connect Rastreador De Combate Juguete Interactivo Caballero LOBO,Fotorama,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
FOT-JUEG-TOR-CRI,Fotorama Juego De Mesa Torre De Cristal Transparente,Fotorama,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
FOT-JUE-TUR-UNI,Juego de Mesa Turista Universal Fotorama,Fotorama,,,MXN,7.0,,nan,Juguete,nan,,,,,,,nan,,,,
FOT-JUG-MEG-TIB,Juguete a Radio Control Fotorama Mega Chomp Tiburón,Fotorama,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
FUN-HAR-BTE-QXC,Funko Boxed Te Harry Potter Quidditch Playera Talla Extra Chica,Geek Industry,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
GEK-PIN-MYS-HAP,Geek Industry Pin Metálico Coleccionable Mistery Harry Potter,Geek Industry,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
GSM-PAR-DEM-ZEN,Good Smile Pop Up Parade Demon Slayer Zenitsu Agatsuma,Good Smile,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
KOT-ART-MHA-SH2,Play Doh Comidas Favoritas Masa Hasbro juice,Hasbro,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-DIN-RAP,Lanzador Nerf Dinosquad RaptorSlash Hasbro,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-ELI-PRO,Nerf Lanzador Elite 20 Prospect Con 8 Dardos Hasbro,Hasbro,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
MAR-AVE-END-TCH,Avengers Endgame Figura Articulada Deluxe T'Challa Pantera Negra,Hasbro,,,MXN,13.0,,nan,Juguete,nan,,,,,,,nan,,,,
MAR-AVE-BPA-TVI,Black Panther Legacy Vibranium Pantera Negra Con Mascara,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-DIN-ARM-16D,Hasbro Nerf Dino Squad Dino Armorstrike 16 Dardos,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-CYD-BLA-RAK,Nerf Calabozos y Dragones Microshots Rakor Blaster,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-DIN-TDA-12D,Hasbro Nerf Dino Squad Terrodark Con 12 Dardos,Hasbro,,,MXN,5.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-DIN-STE,Nerf DinoSquad StegoDuo Blaster 2 pack,Hasbro,,,MXN,4.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-ELI-20C,Nerf Lanzador Elite Comtenderr 20,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-SER-AGI-BLA,Nerf N Series Agility Blaster Con 12 Dardos Hasbro,Hasbro,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-JUN-SHA,Lanzador Nerf Junior Sharkfire Hasbro,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
HAS-PEL-FUR-TDY,Hasbro Furby Juguete Peluche Interactivo Grande Tie Dye,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
HAS-PEL-FUR-GAL,Hasbro Furby Juguete Peluche Interactivo Grande Galaxy,Hasbro,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-NSE-INF-ROT,Nerf N Series Infinite Correa Rotativa 80 Dardos Hasbro,Hasbro,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
HAS-JUE-BOP-OPT,Bop It Juego Edicion Transformers Optimus Prime Hasbro,Hasbro,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-NAN-ELI-AZU,Lanzador Nerf Nanofire Elite Mini Nstrike Hasbro Azul,Hasbro,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-NAN-ELI-VER,Lanzador Nerf Nanofire Elite Mini Nstrike Hasbro Verde,Hasbro,,,MXN,8.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-SUP-SOA-PIR,Nerf Super Soaker Pistola Lanzador De Agua Hasbro,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
HAS-JUE-BOP-ITI,Hasbro Gaming Bop It Juego Clasico,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
PLA-DOH-SNI-ROS,Hasbro Play Doh Con Nickelodeon Slime Colorido Individual Rosa,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
PLA-DOH-SNI-ROS,Hasbro Play Doh Con Nickelodeon Slime Colorido Individual azul,Hasbro,,,MXN,1.0,,nan,Juguete,nan,,,,,,,nan,,,,
PLA-DOH-SNI-ROS,Hasbro Play Doh Con Nickelodeon Slime Colorido Individual verde,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
PLA-DOH-SNI-ROS,Hasbro Play Doh Con Nickelodeon Slime Colorido Individual amarillo,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
PLA-DOH-SNI-ROS,Hasbro Play Doh Con Nickelodeon Slime Colorido Individual morada,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-ELI-CMM,Nerf Lanzador Elite 20 Commander Rd 6 Hasbro,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
NER-LAN-ELI-COM,Nerf Elite 20 Commander RD6 Con 6 Dardos Hasbro,Hasbro,,,MXN,2.0,,nan,Juguete,nan,,,,,,,nan,,,,
PLA-DOH-LAT-ROS,Hasbro Play Doh Sand Lata Individual de 170 Gramos Rosa,Hasbro,,,MXN,3.0,,nan,Juguete,nan,,,,,,,nan,,,,
